map_id,map_name,map_hash,game_mode_id,game_mode_name,game_mode_color,environment_id,environment_name,disabled,image_url
15000053,Hot Potato,Hot-Potato,48000002,Heist,#d852ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000053.png
15000072,Bridge Too Far,Bridge-Too-Far,48000002,Heist,#d852ff,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000072.png
15000082,Layer Cake,Layer-Cake,48000003,Bounty,#24d6ff,5,Hub,False,https://cdn.brawlify.com/maps/regular/15000082.png
15000083,Dry Season,Dry-Season,48000003,Bounty,#24d6ff,16,Bazaar,False,https://cdn.brawlify.com/maps/regular/15000083.png
15000115,Double Swoosh,Double-Swoosh,48000000,Gem Grab,#d852ff,10,Madevilmanor,False,https://cdn.brawlify.com/maps/regular/15000115.png
15000118,Pinball Dreams,Pinball-Dreams,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000118.png
15000132,Center Stage,Center-Stage,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000132.png
15000137,Pit Stop,Pit-Stop,48000002,Heist,#d852ff,19,Stuntshow,False,https://cdn.brawlify.com/maps/regular/15000137.png
15000143,Beach Ball,Beach-Ball,48000005,Brawl Ball,#9ab1fd,13,Stuntshowbb,False,https://cdn.brawlify.com/maps/regular/15000143.png
15000144,Sunny Soccer,Sunny-Soccer,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000144.png
15000292,Open Business,Open-Business,48000017,Hot Zone,#ff4343,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000292.png
15000293,Parallel Plays,Parallel-Plays,48000017,Hot Zone,#ff4343,2,Arcade,False,https://cdn.brawlify.com/maps/regular/15000293.png
15000295,No Excuses,No-Excuses,48000003,Bounty,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000295.png
15000300,Ring Of Fire,Ring-Of-Fire,48000017,Hot Zone,#ff4343,10,Madevilmanor,False,https://cdn.brawlify.com/maps/regular/15000300.png
15000306,Dueling Beetles,Dueling-Beetles,48000017,Hot Zone,#ff4343,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000306.png
15000343,Rustic Arcade,Rustic-Arcade,48000000,Gem Grab,#d852ff,2,Arcade,False,https://cdn.brawlify.com/maps/regular/15000343.png
15000367,Goldarm Gulch,Goldarm-Gulch,48000020,Knockout,#fd9b0e,1,Default,False,https://cdn.brawlify.com/maps/regular/15000367.png
15000368,Belles Rock,Belles-Rock,48000020,Knockout,#fd9b0e,1,Default,False,https://cdn.brawlify.com/maps/regular/15000368.png
15000377,Tiger Leap,Tiger-Leap,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000377.png
15000378,Block Party,Block-Party,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000378.png
15000379,Power Alley,Power-Alley,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000379.png
15000380,Strong Side,Strong-Side,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000380.png
15000381,Pancake,Pancake,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000381.png
15000382,Jungle Ball,Jungle-Ball,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000382.png
15000383,Floater,Floater,48000023,Volley Brawl,#c2ed00,20,Stuntshowvolley,False,https://cdn.brawlify.com/maps/regular/15000383.png
15000384,Ball Hog,Ball-Hog,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000384.png
15000385,Reversal,Reversal,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000385.png
15000386,Pocket Pass,Pocket-Pass,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000386.png
15000387,Turnover,Turnover,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000387.png
15000388,Alley Oop,Alley-Oop,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000388.png
15000389,Slam Dunk,Slam-Dunk,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000389.png
15000390,Triple-Double,Triple-Double,48000022,Basket Brawl,#2fc4f9,21,Rooftop,False,https://cdn.brawlify.com/maps/regular/15000390.png
15000429,Deep End,Deep-End,48000020,Knockout,#fd9b0e,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000429.png
15000440,Flaring Phoenix,Flaring-Phoenix,48000020,Knockout,#fd9b0e,10,Madevilmanor,False,https://cdn.brawlify.com/maps/regular/15000440.png
15000459,Flaring Phoenix,Flaring-Phoenix,48000024,Duels,#c2ed00,16,Bazaar,False,https://cdn.brawlify.com/maps/regular/15000459.png
15000460,No Surrender,No-Surrender,48000024,Duels,#c2ed00,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000460.png
15000461,Shrouding Serpent,Shrouding-Serpent,48000024,Duels,#c2ed00,10,Madevilmanor,False,https://cdn.brawlify.com/maps/regular/15000461.png
15000463,Warriors Way,Warriors-Way,48000024,Duels,#c2ed00,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000463.png
15000468,Monkey Maze,Monkey-Maze,48000024,Duels,#c2ed00,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000468.png
15000499,Open Space,Open-Space,48000000,Gem Grab,#d852ff,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000499.png
15000502,Flowing Springs,Flowing-Springs,48000020,Knockout,#fd9b0e,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000502.png
15000527,Open Zone,Open-Zone,48000017,Hot Zone,#ff4343,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000527.png
15000528,New Perspective,New-Perspective,48000020,Knockout,#fd9b0e,23,Mortuary,False,https://cdn.brawlify.com/maps/regular/15000528.png
15000548,Out In The Open,Out-In-The-Open,48000020,Knockout,#fd9b0e,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000548.png
15000553,Dont Turn Around,Dont-Turn-Around,48000003,Bounty,#24d6ff,19,Stuntshow,False,https://cdn.brawlify.com/maps/regular/15000553.png
15000554,Side By Side,Side-By-Side,48000003,Bounty,#24d6ff,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000554.png
15000581,Healthy Middle Ground,Healthy-Middle-Ground,48000020,Knockout,#fd9b0e,2,Arcade,False,https://cdn.brawlify.com/maps/regular/15000581.png
15000645,Slippery Road,Slippery-Road,48000031,Wipeout 5v5,#24d6ff,22,Iceislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000645.png
15000646,Icy Ice Park,Icy-Ice-Park,48000031,Wipeout 5v5,#24d6ff,22,Iceislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000646.png
15000647,Frosty Tracks,Frosty-Tracks,48000031,Wipeout 5v5,#24d6ff,22,Iceislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000647.png
15000703,New Horizons,New-Horizons,48000020,Knockout,#fd9b0e,3,Mine,False,https://cdn.brawlify.com/maps/regular/15000703.png
15000734,Four Levels,Four-Levels,48000020,Knockout,#fd9b0e,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000734.png
15000748,Rusty Rebound,Rusty-Rebound,48000037,Paint Brawl,#9ab1fd,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15000748.png
15000751,Skull Creek,Skull-Creek,48000038,Trio Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000751.png
15000753,Paperback Pond,Paperback-Pond,48000040,Soul Collector,#24d6ff,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000753.png
15000777,Final Four,Final-Four-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000777.png
15000796,Ring O Brawlin,Ring-O-Brawlin,48000038,Trio Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000796.png
15000819,Foursquare Fortress,Foursquare-Fortress,48000040,Soul Collector,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000819.png
15000820,Broiler Room,Broiler-Room,48000040,Soul Collector,#24d6ff,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000820.png
15000821,Hoop Boot Hill,Hoop-Boot-Hill,48000040,Soul Collector,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000821.png
15000822,Kooky Gates,Kooky-Gates,48000040,Soul Collector,#24d6ff,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000822.png
15000823,Afterpiece Arena,Afterpiece-Arena,48000040,Soul Collector,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000823.png
15000824,Divine Descent,Divine-Descent,48000011,Spirit Wars,#ff6847,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000824.png
15000825,Hellish Harvest,Hellish-Harvest,48000011,Spirit Wars,#ff6847,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000825.png
15000826,Final Frontier,Final-Frontier,48000011,Spirit Wars,#ff6847,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000826.png
15000827,Infernal Invasion,Infernal-Invasion,48000011,Spirit Wars,#ff6847,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000827.png
15000828,Celestial Crusade,Celestial-Crusade,48000011,Spirit Wars,#ff6847,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000828.png
15000829,Abyssal Assault,Abyssal-Assault,48000011,Spirit Wars,#ff6847,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000829.png
15000830,Radiant Rampage,Radiant-Rampage,48000011,Spirit Wars,#ff6847,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15000830.png
15000831,Underworld Uprising,Underworld-Uprising,48000011,Spirit Wars,#ff6847,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000831.png
15000850,Super Center,Super-Center,48000045,Brawl Hockey,#9ab1fd,30,Airhockey,False,https://cdn.brawlify.com/maps/regular/15000850.png
15000851,Slippery Slap,Slippery-Slap,48000045,Brawl Hockey,#9ab1fd,30,Airhockey,False,https://cdn.brawlify.com/maps/regular/15000851.png
15000852,Bouncy Bowl,Bouncy-Bowl,48000045,Brawl Hockey,#9ab1fd,30,Airhockey,False,https://cdn.brawlify.com/maps/regular/15000852.png
15000853,Below Zero,Below-Zero,48000045,Brawl Hockey,#9ab1fd,30,Airhockey,False,https://cdn.brawlify.com/maps/regular/15000853.png
15000854,Cool Box,Cool-Box,48000045,Brawl Hockey,#9ab1fd,30,Airhockey,False,https://cdn.brawlify.com/maps/regular/15000854.png
15000855,Starr Garden,Starr-Garden,48000045,Brawl Hockey,#9ab1fd,30,Airhockey,False,https://cdn.brawlify.com/maps/regular/15000855.png
15000882,H For...,H-For..,48000020,Knockout,#fd9b0e,5,Hub,False,https://cdn.brawlify.com/maps/regular/15000882.png
15000900,Gg 2.0,Gg-20,48000002,Heist,#d852ff,1,Default,False,https://cdn.brawlify.com/maps/regular/15000900.png
15000909,Wild Greens,Wild-Greens,48000055,Token Run,#2ef3e0,5,Hub,False,https://cdn.brawlify.com/maps/regular/15000909.png
15000911,Hidden In Plain Sight,Hidden-In-Plain-Sight,48000056,Treasure Hunt,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000911.png
15000912,Reverse Crossing,Reverse-Crossing,48000055,Token Run,#2ef3e0,5,Hub,False,https://cdn.brawlify.com/maps/regular/15000912.png
15000913,Skipyard,Skipyard,48000055,Token Run,#2ef3e0,5,Hub,False,https://cdn.brawlify.com/maps/regular/15000913.png
15000914,Middle Management,Middle-Management,48000056,Treasure Hunt,#24d6ff,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000914.png
15000915,Treasure Marks The Spot,Treasure-Marks-The-Spot,48000056,Treasure Hunt,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000915.png
15000916,Ancient Treasure,Ancient-Treasure,48000056,Treasure Hunt,#24d6ff,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000916.png
15000917,Excellent Excavations,Excellent-Excavations,48000056,Treasure Hunt,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000917.png
15000918,Can You Dig It,Can-You-Dig-It,48000056,Treasure Hunt,#24d6ff,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000918.png
15000919,Stockpile Stadium,Stockpile-Stadium,48000032,Brawl Ball 5v5,#9ab1fd,25,Iceislandshowdownbb,False,https://cdn.brawlify.com/maps/regular/15000919.png
15000920,Big Battle Basin,Big-Battle-Basin,48000031,Wipeout 5v5,#24d6ff,31,Madevilislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000920.png
15000923,Unhappy Arena,Unhappy-Arena,48000035,Knockout 5v5,#fd9b0e,22,Iceislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000923.png
15000924,Brawl Starrgate,Brawl-Starrgate,48000056,Treasure Hunt,#24d6ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000924.png
15000925,Snowcone Square,Snowcone-Square,48000057,Brawl Hockey,#9ab1fd,32,Hockeyislandshowdownbb,False,https://cdn.brawlify.com/maps/regular/15000925.png
15000927,Fishing Bed,Fishing-Bed,48000017,Hot Zone,#ff4343,16,Bazaar,False,https://cdn.brawlify.com/maps/regular/15000927.png
15000928,Priceless Cactus,Priceless-Cactus,48000005,Brawl Ball,#9ab1fd,13,Stuntshowbb,False,https://cdn.brawlify.com/maps/regular/15000928.png
15000929,Rooftop Runners,Rooftop-Runners,48000005,Brawl Ball,#9ab1fd,11,Grassfield,False,https://cdn.brawlify.com/maps/regular/15000929.png
15000931,Lilygear Lake,Lilygear-Lake,48000000,Gem Grab,#d852ff,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000931.png
15000932,Local Restaurants,Local-Restaurants,48000000,Gem Grab,#d852ff,33,Retropolis,False,https://cdn.brawlify.com/maps/regular/15000932.png
15000933,Plain Text,Plain-Text,48000002,Heist,#d852ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000933.png
15000935,Brace For Impact,Brace-For-Impact,48000003,Bounty,#24d6ff,3,Mine,False,https://cdn.brawlify.com/maps/regular/15000935.png
15000944,Skull Creek,Skull-Creek,48000006,Solo Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000944.png
15000945,Skull Creek,Skull-Creek-Duo,48000009,Duo Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000945.png
15000946,Skull Creek,Skull-Creek,48000038,Trio Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000946.png
15000947,Rockwall Brawl,Rockwall-Brawl,48000006,Solo Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000947.png
15000948,Rockwall Brawl,Rockwall-Brawl-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000948.png
15000949,Rockwall Brawl,Rockwall-Brawl,48000038,Trio Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000949.png
15000950,Feast Or Famine,Feast-Or-Famine,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000950.png
15000951,Feast Or Famine,Feast-Or-Famine-Duo,48000009,Duo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000951.png
15000952,Feast Or Famine,Feast-Or-Famine,48000038,Trio Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000952.png
15000953,Cavern Churn,Cavern-Churn,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000953.png
15000954,Cavern Churn,Cavern-Churn-Duo,48000009,Duo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000954.png
15000955,Cavern Churn,Cavern-Churn,48000038,Trio Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000955.png
15000956,Acid Lakes,Acid-Lakes,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000956.png
15000957,Acid Lakes,Acid-Lakes-Duo,48000009,Duo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000957.png
15000958,Acid Lakes,Acid-Lakes,48000038,Trio Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000958.png
15000959,Flying Fantasies,Flying-Fantasies,48000006,Solo Showdown,#91e136,34,Stuntshowdown,False,https://cdn.brawlify.com/maps/regular/15000959.png
15000960,Flying Fantasies,Flying-Fantasies-Duo,48000009,Duo Showdown,#91e136,34,Stuntshowdown,False,https://cdn.brawlify.com/maps/regular/15000960.png
15000961,Flying Fantasies,Flying-Fantasies,48000038,Trio Showdown,#91e136,34,Stuntshowdown,False,https://cdn.brawlify.com/maps/regular/15000961.png
15000965,Double Trouble,Double-Trouble,48000006,Solo Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000965.png
15000966,Double Trouble,Double-Trouble-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000966.png
15000967,Double Trouble,Double-Trouble,48000038,Trio Showdown,#91e136,8,Defaultshowdown,False,https://cdn.brawlify.com/maps/regular/15000967.png
15000968,Safety Center,Safety-Center,48000006,Solo Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000968.png
15000969,Safety Center,Safety-Center-Duo,48000009,Duo Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000969.png
15000970,Safety Center,Safety-Center,48000038,Trio Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000970.png
15000971,Siberian Stand Off,Siberian-Stand-Off,48000032,Brawl Ball 5v5,#9ab1fd,25,Iceislandshowdownbb,False,https://cdn.brawlify.com/maps/regular/15000971.png
15000973,Mirages Of Madness,Mirages-Of-Madness,48000031,Wipeout 5v5,#24d6ff,28,Bazaarislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000973.png
15000975,Survival Of The Meanest,Survival-Of-The-Meanest,48000035,Knockout 5v5,#fd9b0e,31,Madevilislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000975.png
15000979,Arctic Ambush,Arctic-Ambush,48000033,Gem Grab 5v5,#d852ff,22,Iceislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000979.png
15000980,Treasure Island,Treasure-Island,48000033,Gem Grab 5v5,#d852ff,31,Madevilislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000980.png
15000984,Waveform,Waveform,48000006,Solo Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000984.png
15000985,Waveform,Waveform-Duo,48000009,Duo Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000985.png
15000986,Waveform,Waveform,48000038,Trio Showdown,#91e136,9,Arcadeshowdown,False,https://cdn.brawlify.com/maps/regular/15000986.png
15000987,Core Of Orbit,Core-Of-Orbit,48000006,Solo Showdown,#91e136,34,Stuntshowdown,False,https://cdn.brawlify.com/maps/regular/15000987.png
15000988,Core Of Orbit,Core-Of-Orbit-Duo,48000009,Duo Showdown,#91e136,34,Stuntshowdown,False,https://cdn.brawlify.com/maps/regular/15000988.png
15000989,Core Of Orbit,Core-Of-Orbit,48000038,Trio Showdown,#91e136,34,Stuntshowdown,False,https://cdn.brawlify.com/maps/regular/15000989.png
15000990,Lilypond Grove,Lilypond-Grove,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000990.png
15000991,Lilypond Grove,Lilypond-Grove-Duo,48000009,Duo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000991.png
15000992,Lilypond Grove,Lilypond-Grove,48000038,Trio Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15000992.png
15000993,Kaiju Lake,Kaiju-Lake,48000048,Brawl Arena,#24d6ff,22,Iceislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000993.png
15000996,Arena Of Glory,Arena-Of-Glory,48000048,Brawl Arena,#24d6ff,31,Madevilislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000996.png
15000997,Mirage Arena,Mirage-Arena,48000048,Brawl Arena,#24d6ff,28,Bazaarislandshowdown,False,https://cdn.brawlify.com/maps/regular/15000997.png
15001012,Crystal Eye Castle,Crystal-Eye-Castle,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15001012.png
15001013,Crystal Eye Castle,Crystal-Eye-Castle-Duo,48000009,Duo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15001013.png
15001014,Crystal Eye Castle,Crystal-Eye-Castle,48000038,Trio Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15001014.png
15001015,Seeker,Seeker,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15001015.png
15001016,Seeker,Seeker-Duo,48000009,Duo Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15001016.png
15001017,Seeker,Seeker,48000038,Trio Showdown,#91e136,7,Mortuaryshowdown,False,https://cdn.brawlify.com/maps/regular/15001017.png
15001018,Double Decker,Double-Decker,48000020,Knockout,#fd9b0e,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15001018.png
15001019,Streets With No Name,Streets-With-No-Name,48000020,Knockout,#fd9b0e,5,Hub,False,https://cdn.brawlify.com/maps/regular/15001019.png
15001020,Grass Knot,Grass-Knot,48000005,Brawl Ball,#9ab1fd,13,Stuntshowbb,False,https://cdn.brawlify.com/maps/regular/15001020.png
15001021,Spiraling Out,Spiraling-Out,48000005,Brawl Ball,#9ab1fd,11,Grassfield,False,https://cdn.brawlify.com/maps/regular/15001021.png
15001022,Abracadabra,Abracadabra,48000017,Hot Zone,#ff4343,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15001022.png
15001023,In The Liminal,In-The-Liminal,48000017,Hot Zone,#ff4343,5,Hub,False,https://cdn.brawlify.com/maps/regular/15001023.png
15001024,Subway Turfers,Subway-Turfers,48000002,Heist,#d852ff,2,Arcade,False,https://cdn.brawlify.com/maps/regular/15001024.png
15001026,On A Roll,On-A-Roll,48000000,Gem Grab,#d852ff,33,Retropolis,False,https://cdn.brawlify.com/maps/regular/15001026.png
15001027,Storage Sector,Storage-Sector,48000000,Gem Grab,#d852ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15001027.png
15001029,Moonbark Meadow,Moonbark-Meadow,48000063,Dodgebrawl,#2ef3e0,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15001029.png
15001030,Case Of The Mondays,Case-Of-The-Mondays,48000016,Present Plunder,#2ef3e0,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15001030.png
15001031,Jump To Conclusions,Jump-To-Conclusions,48000016,Present Plunder,#2ef3e0,5,Hub,False,https://cdn.brawlify.com/maps/regular/15001031.png
15001032,Rebound Ring,Rebound-Ring,48000063,Dodgebrawl,#2ef3e0,19,Stuntshow,False,https://cdn.brawlify.com/maps/regular/15001032.png
15001033,Hug Or Hurl,Hug-Or-Hurl,48000063,Dodgebrawl,#2ef3e0,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15001033.png
15001034,Massive Meltdown,Massive-Meltdown,48000057,Brawl Hockey,#9ab1fd,32,Hockeyislandshowdownbb,False,https://cdn.brawlify.com/maps/regular/15001034.png
15001035,Frostbite Rink,Frostbite-Rink,48000057,Brawl Hockey,#9ab1fd,32,Hockeyislandshowdownbb,False,https://cdn.brawlify.com/maps/regular/15001035.png
15001036,Thin Walls,Thin-Walls,48000016,Present Plunder,#2ef3e0,29,Bizarrecircus,False,https://cdn.brawlify.com/maps/regular/15001036.png
15001037,Paper Jam,Paper-Jam,48000016,Present Plunder,#2ef3e0,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15001037.png
15001038,Side Hustle,Side-Hustle,48000063,Dodgebrawl,#2ef3e0,17,Scrapyard,False,https://cdn.brawlify.com/maps/regular/15001038.png
15001039,Squish Court,Squish-Court,48000063,Dodgebrawl,#2ef3e0,5,Hub,False,https://cdn.brawlify.com/maps/regular/15001039.png
15001040,Wispwillow Ward,Wispwillow-Ward,48000063,Dodgebrawl,#2ef3e0,23,Mortuary,False,https://cdn.brawlify.com/maps/regular/15001040.png
15001041,Cold Snap,Cold-Snap,48000057,Brawl Hockey,#9ab1fd,32,Hockeyislandshowdownbb,False,https://cdn.brawlify.com/maps/regular/15001041.png
