map_id,map_name,map_hash,game_mode_id,game_mode_name,game_mode_color,environment_id,environment_name,disabled,image_url
15000029,Steel Junction,Steel-Junction,48000008,Robo Rumble,#ff6847,1,Default,True,https://cdn.brawlify.com/maps/regular/15000029.png
15000030,Chew Out,Chew-Out,48000007,Big Game,#ff6847,1,Default,True,https://cdn.brawlify.com/maps/regular/15000030.png
15000031,Sapphire Plains,Sapphire-Plains,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000031.png
15000032,Acid Lakes,Acid-Lakes,48000006,Solo Showdown,#91e136,9,Arcadeshowdown,True,https://cdn.brawlify.com/maps/regular/15000032.png
15000033,Cavern Churn,Cavern-Churn,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000033.png
15000034,Skull Creek,Skull-Creek-Duo,48000009,Duo Showdown,#91e136,6,Madevilmanorshowdown,True,https://cdn.brawlify.com/maps/regular/15000034.png
15000035,Scorched Stone,Scorched-Stone-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000035.png
15000036,Rockwall Brawl,Rockwall-Brawl-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000036.png
15000037,Feast Or Famine,Feast-Or-Famine-Duo,48000009,Duo Showdown,#91e136,9,Arcadeshowdown,True,https://cdn.brawlify.com/maps/regular/15000037.png
15000038,Acid Lakes,Acid-Lakes-Duo,48000009,Duo Showdown,#91e136,9,Arcadeshowdown,True,https://cdn.brawlify.com/maps/regular/15000038.png
15000039,Keep Safe,Keep-Safe,48000008,Robo Rumble,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000039.png
15000040,Chill Space,Chill-Space,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000040.png
15000041,Echo Chamber,Echo-Chamber,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000041.png
15000042,Fancy Fencing,Fancy-Fencing,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000042.png
15000043,Double Trouble,Double-Trouble,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000043.png
15000044,Cavern Churn,Cavern-Churn-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000044.png
15000045,Island Invasion,Island-Invasion,48000006,Solo Showdown,#91e136,12,Islandshowdown,True,https://cdn.brawlify.com/maps/regular/15000045.png
15000046,Island Invasion,Island-Invasion-Duo,48000009,Duo Showdown,#91e136,12,Islandshowdown,True,https://cdn.brawlify.com/maps/regular/15000046.png
15000047,Forks Out,Forks-Out,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000047.png
15000048,Flooded Mine,Flooded-Mine,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000048.png
15000049,Cactus Corridor,Cactus-Corridor,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000049.png
15000050,Sneaky Fields,Sneaky-Fields,48000005,Brawl Ball,#9ab1fd,13,Stuntshowbb,False,https://cdn.brawlify.com/maps/regular/15000050.png
15000051,Super Beach,Super-Beach,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000051.png
15000052,Puddle Splash,Puddle-Splash,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000052.png
15000053,Hot Potato,Hot-Potato,48000002,Heist,#d852ff,15,Pyramidquest,False,https://cdn.brawlify.com/maps/regular/15000053.png
15000054,Canal Grande,Canal-Grande,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000054.png
15000055,Hot Maze,Hot-Maze,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,True,https://cdn.brawlify.com/maps/regular/15000055.png
15000056,Hot Maze,Hot-Maze-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000056.png
15000057,Machine Zone,Machine-Zone,48000010,Boss Fight,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000057.png
15000058,Snow Fort,Snow-Fort,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000058.png
15000059,Holiday Chill,Holiday-Chill,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000059.png
15000060,Snowball Fight,Snowball-Fight,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000060.png
15000061,Ice Block Rock,Ice-Block-Rock,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000061.png
15000062,Snowy Siege,Snowy-Siege,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000062.png
15000063,Gift Wrap,Gift-Wrap,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000063.png
15000064,Spruce Up,Spruce-Up,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000064.png
15000065,Hunting Party,Hunting-Party,48000007,Big Game,#ff6847,1,Default,True,https://cdn.brawlify.com/maps/regular/15000065.png
15000066,Table Flip,Table-Flip,48000007,Big Game,#ff6847,3,Mine,True,https://cdn.brawlify.com/maps/regular/15000066.png
15000067,Metal Scrap,Metal-Scrap,48000010,Boss Fight,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000067.png
15000068,Vault Defenders,Vault-Defenders,48000008,Robo Rumble,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000068.png
15000069,Split Second,Split-Second,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000069.png
15000070,Rolling Rumble,Rolling-Rumble,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000070.png
15000071,Twist And Shoot,Twist-And-Shoot,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000071.png
15000072,Bridge Too Far,Bridge-Too-Far,48000002,Heist,#d852ff,4,Rumblejungle,False,https://cdn.brawlify.com/maps/regular/15000072.png
15000073,Corner Case,Corner-Case,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000073.png
15000074,Split Second,Split-Second,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000074.png
15000075,Rolling Rumble,Rolling-Rumble,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000075.png
15000076,Twist And Shoot,Twist-And-Shoot,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000076.png
15000077,Bridge Too Far,Bridge-Too-Far,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000077.png
15000078,Corner Case,Corner-Case,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000078.png
15000079,Canal Grande,Canal-Grande,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000079.png
15000080,Bull Pen,Bull-Pen,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000080.png
15000081,Excel,Excel,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000081.png
15000082,Layer Cake,Layer-Cake,48000003,Bounty,#24d6ff,5,Hub,False,https://cdn.brawlify.com/maps/regular/15000082.png
15000083,Dry Season,Dry-Season,48000003,Bounty,#24d6ff,16,Bazaar,False,https://cdn.brawlify.com/maps/regular/15000083.png
15000084,Canal Grande,Canal-Grande,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000084.png
15000085,Bull Pen,Bull-Pen,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000085.png
15000086,Excel,Excel,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000086.png
15000087,Layer Cake,Layer-Cake,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000087.png
15000088,Dry Season,Dry-Season,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000088.png
15000089,Merch Fort,Merch-Fort,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000089.png
15000090,Undermine,Undermine,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000090.png
15000091,Deep Diner,Deep-Diner,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000091.png
15000092,Pool Party,Pool-Party,48000005,Brawl Ball,#9ab1fd,14,Bbarena,True,https://cdn.brawlify.com/maps/regular/15000092.png
15000093,Dune Drift,Dune-Drift,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000093.png
15000094,Dune Drift,Dune-Drift-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000094.png
15000095,Stormy Plains,Stormy-Plains,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000095.png
15000096,Stormy Plains,Stormy-Plains-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000096.png
15000097,Bot Drop,Bot-Drop,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000097.png
15000098,Some Assembly Required,Some-Assembly-Required,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000098.png
15000099,Nuts & Bolts,Nuts-&-Bolts,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000099.png
15000100,Royal Tribute,Royal-Tribute,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000100.png
15000101,Dark Passage,Dark-Passage,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,True,https://cdn.brawlify.com/maps/regular/15000101.png
15000102,Dark Passage,Dark-Passage-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000102.png
15000103,Ghost Point,Ghost-Point,48000006,Solo Showdown,#91e136,7,Mortuaryshowdown,True,https://cdn.brawlify.com/maps/regular/15000103.png
15000104,Ghost Point,Ghost-Point-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000104.png
15000105,Erratic Blocks,Erratic-Blocks,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000105.png
15000106,Erratic Blocks,Erratic-Blocks-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000106.png
15000107,River Rush,River-Rush,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000107.png
15000108,River Rush,River-Rush-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000108.png
15000109,Eye Of The Storm,Eye-Of-The-Storm,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000109.png
15000110,Eye Of The Storm,Eye-Of-The-Storm-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000110.png
15000111,Diamond Dust,Diamond-Dust,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000111.png
15000112,Four Squared,Four-Squared,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000112.png
15000113,Bouncing Diner,Bouncing-Diner,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000113.png
15000114,Escape Velocity,Escape-Velocity,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000114.png
15000115,Double Swoosh,Double-Swoosh,48000000,Gem Grab,#d852ff,10,Madevilmanor,False,https://cdn.brawlify.com/maps/regular/15000115.png
15000116,Cell Division,Cell-Division,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000116.png
15000117,Spring Trap,Spring-Trap,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000117.png
15000118,Pinball Dreams,Pinball-Dreams,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000118.png
15000119,Team Day,Team-Day,48000007,Big Game,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000119.png
15000120,Chew Out,Chew-Out,48000007,Big Game,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000120.png
15000122,Minecart Madness,Minecart-Madness,48000000,Gem Grab,#d852ff,18,Minetraintracks,True,https://cdn.brawlify.com/maps/regular/15000122.png
15000123,Flying Fantasies,Flying-Fantasies,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000123.png
15000124,Flying Fantasies,Flying-Fantasies-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000124.png
15000125,Royal Runway,Royal-Runway,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000125.png
15000126,Royal Runway,Royal-Runway-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000126.png
15000127,Junk Park,Junk-Park,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000127.png
15000128,Sparring Match,Sparring-Match,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000128.png
15000129,Straight Shot,Straight-Shot,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000129.png
15000130,Assembly Attack,Assembly-Attack,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000130.png
15000131,Robo Highway,Robo-Highway,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000131.png
15000132,Center Stage,Center-Stage,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000132.png
15000133,Danger Zone,Danger-Zone,48000010,Boss Fight,#ff6847,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000133.png
15000134,Curveball,Curveball,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000134.png
15000135,Superstar,Superstar,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000135.png
15000136,Superstar,Superstar-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000136.png
15000137,Pit Stop,Pit-Stop,48000002,Heist,#d852ff,19,Stuntshow,False,https://cdn.brawlify.com/maps/regular/15000137.png
15000138,Side Story,Side-Story,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000138.png
15000139,Cross Cut,Cross-Cut,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000139.png
15000140,Stock Crash,Stock-Crash,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000140.png
15000141,Mecha Match,Mecha-Match,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000141.png
15000142,Factory Rush,Factory-Rush,48000011,Spirit Wars,#ff6847,17,Scrapyard,True,https://cdn.brawlify.com/maps/regular/15000142.png
15000143,Beach Ball,Beach-Ball,48000005,Brawl Ball,#9ab1fd,13,Stuntshowbb,False,https://cdn.brawlify.com/maps/regular/15000143.png
15000144,Sunny Soccer,Sunny-Soccer,48000005,Brawl Ball,#9ab1fd,14,Bbarena,False,https://cdn.brawlify.com/maps/regular/15000144.png
15000145,Beachcombers,Beachcombers,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000145.png
15000146,Twisted Gems,Twisted-Gems,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000146.png
15000147,Acute Angle,Acute-Angle,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000147.png
15000148,Snake Shop,Snake-Shop,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000148.png
15000149,Sunstroke,Sunstroke,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000149.png
15000150,Burning Sands,Burning-Sands,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000150.png
15000151,Figure 8,Figure-8,48000002,Heist,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000151.png
15000152,Deserted Vertex,Deserted-Vertex,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000152.png
15000153,Deserted Vertex,Deserted-Vertex-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000153.png
15000154,Outrageous Outback,Outrageous-Outback,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000154.png
15000155,Outrageous Outback,Outrageous-Outback-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000155.png
15000156,Barren Badlands,Barren-Badlands,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000156.png
15000157,Barren Badlands,Barren-Badlands-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000157.png
15000158,Royal Flush,Royal-Flush,48000000,Gem Grab,#d852ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000158.png
15000159,Overgrown Canyon,Overgrown-Canyon,48000003,Bounty,#24d6ff,1,Default,True,https://cdn.brawlify.com/maps/regular/15000159.png
15000160,Field Goal,Field-Goal,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000160.png
15000161,Post Haste,Post-Haste,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000161.png
15000162,Slalom Slam,Slalom-Slam,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000162.png
15000163,Coarse Course,Coarse-Course,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000163.png
15000164,Power Shot,Power-Shot,48000005,Brawl Ball,#9ab1fd,11,Grassfield,True,https://cdn.brawlify.com/maps/regular/15000164.png
15000165,Critical Crossing,Critical-Crossing,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000165.png
15000166,Critical Crossing,Critical-Crossing-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000166.png
15000167,Last Stand,Last-Stand,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000167.png
15000168,Boss Drop,Boss-Drop,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000168.png
15000169,Frenemies,Frenemies,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000169.png
15000170,Bulk Up,Bulk-Up,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000170.png
15000171,Training Montage,Training-Montage,48000014,Takedown,#3891ff,12,Islandshowdown,True,https://cdn.brawlify.com/maps/regular/15000171.png
15000172,Maze Mayhem,Maze-Mayhem,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000172.png
15000173,Silly Standoff,Silly-Standoff,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000173.png
15000174,Shore Shot,Shore-Shot,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000174.png
15000175,Not So Safe,Not-So-Safe,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000175.png
15000176,Stolen Valor,Stolen-Valor,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000176.png
15000177,Cauliflower,Cauliflower,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000177.png
15000178,Close Call,Close-Call,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000178.png
15000179,Spinning Solo,Spinning-Solo,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000179.png
15000180,Crossroads,Crossroads,48000015,Lone Star,#e24e5a,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000180.png
15000181,Peak Oil,Peak-Oil,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000181.png
15000182,Cuckoo Coup,Cuckoo-Coup,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000182.png
15000183,Scrap Metal,Scrap-Metal,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000183.png
15000184,Funky Punk,Funky-Punk,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000184.png
15000185,Clockwork,Clockwork,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000185.png
15000186,Alligator Alley,Alligator-Alley,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000186.png
15000187,Tight Stuff,Tight-Stuff,48000014,Takedown,#3891ff,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000187.png
15000188,Skull Creek,Skull-Creek,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000188.png
15000189,Skull Creek,Skull-Creek-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000189.png
15000190,Hot Maze,Hot-Maze,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000190.png
15000191,Hot Maze,Hot-Maze-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000191.png
15000192,Acid Lakes,Acid-Lakes,48000006,Solo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000192.png
15000193,Acid Lakes,Acid-Lakes-Duo,48000009,Duo Showdown,#91e136,8,Defaultshowdown,True,https://cdn.brawlify.com/maps/regular/15000193.png
